name	pearson	spearman	r2	mean_best_iter
gbtree_grad_sampling	0.7415248315049273	0.733363033327496	0.5479999780654907	1055.0
dart_shallow	0.7393963854502159	0.7319538527161313	0.5452662110328674	1266.0
dart_base	0.7388798888638621	0.7306688059060782	0.5438234806060791	1666.6666666666667
gbtree_grad_sampling_deeper	0.7355170245485453	0.7271991057332031	0.5384454727172852	765.0
