comparison_type	cohort	left	right	n	pearson	spearman	mse	rmse	mae	median_abs_error	p90_abs_error	p95_abs_error	mean_signed_diff	sd_signed_diff
study_residual_pair	no_gejman_full_preprocess	Akimitsu2	Mortazavi	10768	0.16755648101539206	0.23867939878372363	0.6860929962328052	0.8283073078470364	0.6058935843001633	0.4610305397758142	1.2916196248970404	1.6405408518838913	-1.7156492505351602e-17	0.8283073078470375
study_residual_pair	no_gejman_full_preprocess	Akimitsu2	Oberdoerffer	10768	0.33462929544126	0.3571396417902023	0.5385235376929903	0.7338416298446078	0.5452030836389503	0.4228188330144832	1.1457360576335172	1.4330827953678564	-7.918381156316124e-18	0.7338416298446065
study_residual_pair	no_gejman_full_preprocess	Akimitsu2	Rinn	10768	-0.1336611141934149	-0.12899862642791768	0.6618083872545809	0.8135160645338118	0.6050566467147231	0.47618042692548096	1.231400232105186	1.5731489600573851	-5.278920770877416e-18	0.8135160645338113
study_residual_pair	no_gejman_full_preprocess	Akimitsu2	Rissland	10768	0.31055229640222254	0.341926758067535	0.7830431632402493	0.8848972614039718	0.6724887283551179	0.5398432763045966	1.4010081657503743	1.7220343173399817	2.1115683083509663e-17	0.8848972614039716
study_residual_pair	no_gejman_full_preprocess	Akimitsu2	Rissland2	10768	-0.43789354701549293	-0.4155086444085872	0.9277135405313671	0.9631788725524284	0.7203579339933499	0.5719719487693345	1.456518199177079	1.9059943357177251	2.7714334047106434e-17	0.9631788725524315
study_residual_pair	no_gejman_full_preprocess	Akimitsu2	Shendure	10768	0.3284839950819525	0.38631717820406763	0.5384772897780592	0.733810118339928	0.538024418003943	0.40836159631786983	1.148195178579266	1.4610419917748922	5.278920770877416e-18	0.7338101183399298
study_residual_pair	no_gejman_full_preprocess	Akimitsu2	Simon	10768	0.544546069485857	0.5668663830856594	0.3064737812794488	0.553600741762011	0.3792230869090276	0.26091089737862677	0.8444306496406974	1.1064058003958852	1.6496627408991925e-17	0.5536007417620115
study_residual_pair	no_gejman_full_preprocess	Akimitsu2	Zimmer	10768	0.16559353645664748	0.19342403152411805	0.7086941737602609	0.8418397553930682	0.6266455257309004	0.48367685484436157	1.3178179388737612	1.6415093498920585	-2.639460385438708e-18	0.8418397553930665
study_residual_pair	no_gejman_full_preprocess	Bazzini	Cramer	10768	0.30523132837287426	0.34508693490239584	1.8471300002589013	1.3590916084866764	1.0588311952660927	0.8613078278220723	2.2128315293114116	2.6848395199694144	1.0557841541754831e-17	1.3590916084866775
study_residual_pair	no_gejman_full_preprocess	Bazzini	Cramer2	10768	0.5927053695079879	0.5598537339368707	1.4060919400502299	1.1857874767639562	0.9051149874228388	0.7175281893531705	1.9364633123027835	2.4166589594214605	-1.5836762312632247e-17	1.185787476763956
study_residual_pair	no_gejman_full_preprocess	Bazzini	Darnell	10768	-0.029112428059280694	-0.005659601155482801	2.2937709957608265	1.5145200545918256	1.158296304806357	0.9242586724467712	2.4447979520176086	3.0502368478348694	-2.1115683083509663e-17	1.5145200545918243
study_residual_pair	no_gejman_full_preprocess	Bazzini	Dieterich	10768	-0.03195722798679805	-0.007364097653388241	2.3376616865939965	1.5289413613981395	1.1908706922571008	0.98146373574073	2.480636039129725	3.0336321951242358	-3.1673524625264494e-17	1.5289413613981369
study_residual_pair	no_gejman_full_preprocess	Bazzini	He	10768	0.13674647167312223	0.12010092659569122	2.0540429116427674	1.4331932569066768	1.1311186471955068	0.94742000122498	2.333524840465946	2.824992426182398	1.0557841541754831e-17	1.4331932569066763
study_residual_pair	no_gejman_full_preprocess	Bazzini	Jaffrey	10768	0.430568958084247	0.438861865385747	2.0765109870950496	1.4410104049225494	1.1341521058107196	0.9447506666014538	2.335800984356923	2.878726048592943	-3.1673524625264494e-17	1.441010404922547
study_residual_pair	no_gejman_full_preprocess	Bazzini	Marks	10768	-0.00469582288556196	0.024848305713509822	2.3265344807976724	1.525298161277877	1.1714440437480844	0.939325464493407	2.476733909027463	3.0188835436000767	-4.2231366167019325e-17	1.5252981612778744
study_residual_pair	no_gejman_full_preprocess	Bazzini	Mortazavi	10768	0.29741683587975515	0.3086966394479148	1.8215112687155515	1.3496337535478102	1.0532735750159485	0.860341019342437	2.2088739343754424	2.664321963897821	-2.6394603854387078e-17	1.34963375354781
study_residual_pair	no_gejman_full_preprocess	Bazzini	Oberdoerffer	10768	0.26236429629339336	0.2084726340351222	1.8784075013686152	1.3705500725506585	1.0779290300051887	0.8896975688938533	2.2394017061182074	2.6856944050427343	-3.1673524625264494e-17	1.370550072550657
study_residual_pair	no_gejman_full_preprocess	Bazzini	Rinn	10768	0.3663106127629314	0.3811177529623538	1.6843034462693642	1.2978071683687697	1.016112350452908	0.8446844374737033	2.0876833093392566	2.560420760587232	-5.278920770877416e-18	1.2978071683687697
study_residual_pair	no_gejman_full_preprocess	Bazzini	Rissland	10768	0.4771107331871326	0.46137726130826673	1.529193800949408	1.2366057580932606	0.9722164246931064	0.8091669236802403	2.007444016271806	2.4220559302570415	1.0557841541754831e-17	1.2366057580932601
study_residual_pair	no_gejman_full_preprocess	Bazzini	Rissland2	10768	0.005381221598204205	0.04308882212171409	2.1778633108770302	1.475758554397375	1.1392158343065326	0.9176504434096489	2.3933307540172666	2.95209010376472	1.0557841541754831e-17	1.4757585543973792
study_residual_pair	no_gejman_full_preprocess	Bazzini	Shendure	10768	0.26413070414509	0.2710622937618048	1.8721317977215448	1.3682586735414999	1.0741166179207347	0.8908349852476987	2.202251711158706	2.7286301531148096	0.0	1.3682586735414966
study_residual_pair	no_gejman_full_preprocess	Bazzini	Simon	10768	0.2894245816377694	0.3020110006343669	1.78431606706324	1.3357829415976386	1.0510596483154702	0.8836446775230128	2.1547085069735203	2.6046619368692916	1.0557841541754831e-17	1.3357829415976372
study_residual_pair	no_gejman_full_preprocess	Bazzini	Zimmer	10768	0.1348080008782022	0.15991343311052206	2.132945267571968	1.4604606354065035	1.1437418757301052	0.9424464746127736	2.3630943294989173	2.8671176505929545	-2.1115683083509663e-17	1.460460635406502
study_residual_pair	no_gejman_full_preprocess	Cramer	Cramer2	10768	0.19674237817078197	0.21707642119925866	1.6461282360329312	1.2830152906465813	0.9863121673429376	0.7837666353678873	2.102901943629186	2.583616576238803	-1.0557841541754831e-17	1.28301529064658
study_residual_pair	no_gejman_full_preprocess	Cramer	Darnell	10768	0.02295553354218278	0.01237715513589973	0.8168385665920325	0.9037912184747274	0.6779233033854295	0.523288513649417	1.4624200275957577	1.8414462790607635	-2.7714334047106434e-17	0.9037912184747281
study_residual_pair	no_gejman_full_preprocess	Cramer	Dieterich	10768	0.17299112897373375	0.20165198167519444	0.7243173303838722	0.8510683464821567	0.6334381587693217	0.48254722503466485	1.371716350138306	1.757250383547533	-3.4312985010703205e-17	0.851068346482157
study_residual_pair	no_gejman_full_preprocess	Cramer	He	10768	-0.0071751140725162576	-0.014867672778744864	0.8679152618209377	0.9316196980640425	0.6903577282164911	0.5139439206328877	1.5275145291159786	1.902252230213897	-6.5986509635967696e-18	0.9316196980640438
study_residual_pair	no_gejman_full_preprocess	Cramer	Jaffrey	10768	0.05093767231535179	0.05382679715281673	2.1313694986497573	1.4599210590472889	1.1119948175847039	0.870105400478564	2.385973121287462	2.971763634813708	-3.1673524625264494e-17	1.4599210590472862
study_residual_pair	no_gejman_full_preprocess	Cramer	Marks	10768	0.06684181705583442	0.07186689167150112	0.8455123274017102	0.9195174426848629	0.695619580753593	0.5395327102099827	1.4844034334207943	1.8834382142227934	-3.299325481798385e-17	0.9195174426848615
study_residual_pair	no_gejman_full_preprocess	Cramer	Mortazavi	10768	0.22878344841669693	0.281669105018565	0.7303179085879702	0.8545863962104535	0.6198992932124825	0.4446755568971	1.416844879823078	1.797825387929264	-2.3425210920768533e-17	0.8545863962104527
