label	source	lambda	n_random_states	cv_splits	ortholog_n	n	n_features	pure_n	pure_n_features	target_vs_saluki_pearson_mean	target_vs_saluki_pearson_sd	target_vs_saluki_spearman_mean	target_vs_saluki_spearman_sd	ortholog_pearson_mean	ortholog_pearson_sd	ortholog_spearman_mean	ortholog_spearman_sd	prior_pearson_vs_target_mean	prior_pearson_vs_target_sd	prior_spearman_vs_target_mean	prior_spearman_vs_target_sd	prior_pearson_vs_saluki_mean	prior_pearson_vs_saluki_sd	prior_spearman_vs_saluki_mean	prior_spearman_vs_saluki_sd	pure_pearson_vs_target_mean	pure_pearson_vs_target_sd	pure_spearman_vs_target_mean	pure_spearman_vs_target_sd	pure_pearson_vs_saluki_mean	pure_pearson_vs_saluki_sd	pure_spearman_vs_saluki_mean	pure_spearman_vs_saluki_sd	shuffled_prior_pearson_vs_target_mean	shuffled_prior_pearson_vs_target_sd	shuffled_prior_spearman_vs_target_mean	shuffled_prior_spearman_vs_target_sd	shuffled_prior_pearson_vs_saluki_mean	shuffled_prior_pearson_vs_saluki_sd	shuffled_prior_spearman_vs_saluki_mean	shuffled_prior_spearman_vs_saluki_sd	real_minus_shuffled_pearson_vs_target_mean	real_minus_shuffled_pearson_vs_target_sd	real_minus_pure_pearson_vs_target_mean	real_minus_pure_pearson_vs_target_sd	real_minus_shuffled_pearson_vs_saluki_mean	real_minus_shuffled_pearson_vs_saluki_sd	real_minus_pure_pearson_vs_saluki_mean	real_minus_pure_pearson_vs_saluki_sd	mean_best_iter_mean	mean_best_iter_sd	pure_mean_best_iter_mean	pure_mean_best_iter_sd	shuffled_prior_mean_best_iter_mean	shuffled_prior_mean_best_iter_sd
orthoreg_reconstructed_mouse_pc1_0.1	reconstructed_mouse_pc1	0.1	3	10	10768	12307	1808	12307	1802	0.9873841144540413	0.0	0.9893246873558658	1.3597399555105182e-16	0.8274613196439592	1.3597399555105182e-16	0.820477556689548	0.0	0.8550739755043573	0.0006514673630067715	0.8499310001445205	0.0007204551763661946	0.8366188895107358	0.0006383363597397657	0.8302344838414123	0.0007268290817899392	0.7537618619976062	0.0009549915599442024	0.7465463149183243	0.0007944766584734392	0.753332962145158	0.0013449234435284048	0.7453949625229971	0.0011000006296299802	0.7532433691561696	0.0010794718014664648	0.7458783380003408	0.0008855279790758598	0.7528304407787286	0.0013671406055579425	0.7447107863675247	0.0010361309198118117	0.1018306063481876	0.0012318514494527265	0.10131211350675096	0.0006716870240476136	0.08378844873200723	0.0015242707710164238	0.08328592736557787	0.001087453433068944	845.8000000000001	79.61526235590759	1621.5333333333335	145.17886668979517	1608.3666666666668	147.4785521129542
saluki_human_pc1	saluki_human_pc1	0.0	3	10	10768	12307	1808	12307	1802	0.9999999999999997	1.3597399555105182e-16	1.0	0.0	0.7979356358229243	1.3597399555105182e-16	0.7879258860972055	1.3597399555105182e-16	0.8394258708485397	0.0007353079925154994	0.8328619574524944	0.0008040985149689363	0.8394258708485397	0.0007353079925154994	0.8328619574524944	0.0008040985149689363	0.754235317057277	0.0006767430947007228	0.7457654277562494	0.00030596135485342214	0.754235317057277	0.0006767430947007228	0.7457654277562494	0.00030596135485342214	0.754401726530786	0.001054041443818982	0.7456221201318246	0.0012802801135238617	0.754401726530786	0.001054041443818982	0.7456221201318246	0.0012802801135238617	0.08502414431775367	0.0003660760012807885	0.08519055379126265	0.0011181972063286272	0.08502414431775367	0.0003660760012807885	0.08519055379126265	0.0011181972063286272	1059.7333333333333	82.87468451423109	1548.6000000000001	61.13108865381025	1754.8333333333333	159.19944514141162
